,ASV,#lca rank,#lca taxon,#kingdom,#phylum,#class,#order,#family,#genus,#species,#method,OBIS-family,OBIS-genus,OBIS-FBname,OBIS-DemersPelag,OBIS-AnaCat,OBIS-Importance,Decision,Note
502,ASV876,species,Merluccius bilinearis,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius bilinearis,best hit,Merlucciidae,Merluccius,Silver hake,demersal,oceanodromous,highly commercial,,
503,ASV877,species,Urophycis chuss,Eukaryota,Chordata,Actinopteri,Gadiformes,Phycidae,Urophycis,Urophycis chuss,lca,Phycidae,Urophycis,Red hake,demersal,oceanodromous,commercial,,
504,ASV889,species,Osmerus mordax,Eukaryota,Chordata,Actinopteri,Osmeriformes,Osmeridae,Osmerus,Osmerus mordax,best hit,Osmeridae,Osmerus,Rainbow smelt,pelagic-oceanic,anadromous,commercial,,
505,ASV890,species,Syngnathus fuscus,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus fuscus,best hit,Syngnathidae,Syngnathus,Northern pipefish,demersal,amphidromous,NA,,
506,ASV892,species,Gadus morhua,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus morhua,best hit,Gadidae,Gadus,Atlantic cod,benthopelagic,oceanodromous,highly commercial,,
507,ASV893,species,Oncorhynchus mykiss,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,best hit,Salmonidae,Oncorhynchus,Rainbow trout,benthopelagic,anadromous,highly commercial,,
508,ASV895,species,Ammodytes dubius,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes dubius,best hit,Ammodytidae,Ammodytes,Northern sand lance,demersal,NA,of potential interest,,
509,ASV898,species,Pholis gunnellus,Eukaryota,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,Pholis gunnellus,lca,Pholidae,Pholis,Rock gunnel,demersal,non-migratory,of no interest,,
510,ASV902,species,Scomberesox saurus,Eukaryota,Chordata,Actinopteri,Beloniformes,Belonidae,Scomberesox,Scomberesox saurus,best hit,Scomberesocidae,Scomberesox,Atlantic saury,pelagic-oceanic,oceanodromous,minor commercial,,
511,ASV905,species,Apeltes quadracus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Apeltes,Apeltes quadracus,lca,Gasterosteidae,Apeltes,Fourspine stickleback,benthopelagic,NA,commercial,,
512,ASV906,genus,Ammodytes,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,no identification,lca,NA,NA,NA,NA,NA,NA,,
513,ASV910,species,Homo sapiens,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,best hit,NA,NA,NA,NA,NA,NA,,
514,ASV912,species,Melanogrammus aeglefinus,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,best hit,Gadidae,Melanogrammus,Haddock,demersal,oceanodromous,highly commercial,,
515,ASV913,species,Urophycis chuss,Eukaryota,Chordata,Actinopteri,Gadiformes,Phycidae,Urophycis,Urophycis chuss,best hit,Phycidae,Urophycis,Red hake,demersal,oceanodromous,commercial,,
516,ASV917,species,Menidia menidia,Eukaryota,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Menidia,Menidia menidia,best hit,Atherinopsidae,Menidia,Atlantic silverside,pelagic-neritic,oceanodromous,minor commercial,,
517,ASV920,species,Clupea harengus,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,lca,Clupeidae,Clupea,Atlantic herring,benthopelagic,oceanodromous,highly commercial,,
518,ASV925,species,Bos taurus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,best hit,NA,NA,NA,NA,NA,NA,,
519,ASV929,species,Gasterosteus aculeatus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,lca,Gasterosteidae,Gasterosteus,Three-spined stickleback,benthopelagic,anadromous,minor commercial,,
520,ASV930,genus,Gadus,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,no identification,lca,NA,NA,NA,NA,NA,NA,,
521,ASV932,species,Menidia menidia,Eukaryota,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Menidia,Menidia menidia,lca,Atherinopsidae,Menidia,Atlantic silverside,pelagic-neritic,oceanodromous,minor commercial,,
522,ASV934,species,Merluccius bilinearis,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius bilinearis,lca,Merlucciidae,Merluccius,Silver hake,demersal,oceanodromous,highly commercial,,
523,ASV940,species,Merluccius bilinearis,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius bilinearis,lca,Merlucciidae,Merluccius,Silver hake,demersal,oceanodromous,highly commercial,,
524,ASV941,family,Gadidae,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,no identification,no identification,lca,NA,NA,NA,NA,NA,NA,,
525,ASV943,species,Merluccius bilinearis,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius bilinearis,best hit,Merlucciidae,Merluccius,Silver hake,demersal,oceanodromous,highly commercial,,
526,ASV944,species,Gasterosteus aculeatus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,best hit,Gasterosteidae,Gasterosteus,Three-spined stickleback,benthopelagic,anadromous,minor commercial,,
527,ASV958,species,Merluccius bilinearis,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius bilinearis,best hit,Merlucciidae,Merluccius,Silver hake,demersal,oceanodromous,highly commercial,,
528,ASV975,species,Clupea harengus,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,best hit,Clupeidae,Clupea,Atlantic herring,benthopelagic,oceanodromous,highly commercial,,
529,ASV977,species,Menidia menidia,Eukaryota,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Menidia,Menidia menidia,lca,Atherinopsidae,Menidia,Atlantic silverside,pelagic-neritic,oceanodromous,minor commercial,,
530,ASV982,species,Fundulus heteroclitus,Eukaryota,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,Fundulus,Fundulus heteroclitus,best hit,Fundulidae,Fundulus,Mummichog,benthopelagic,non-migratory,commercial,,
531,ASV987,genus,Artediellus,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Artediellus,no identification,lca,NA,NA,NA,NA,NA,NA,,
532,ASV993,species,Mola mola,Eukaryota,Chordata,Actinopteri,Tetraodontiformes,Molidae,Mola,Mola mola,lca,Molidae,Mola,Ocean sunfish,pelagic-oceanic,oceanodromous,minor commercial,,
533,ASV994,species,Scomber scombrus,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,Scomber scombrus,lca,Scombridae,Scomber,Atlantic mackerel,pelagic-neritic,oceanodromous,highly commercial,,
534,ASV1013,species,Bos taurus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,best hit,NA,NA,NA,NA,NA,NA,,
535,ASV1016,species,Osmerus mordax,Eukaryota,Chordata,Actinopteri,Osmeriformes,Osmeridae,Osmerus,Osmerus mordax,best hit,Osmeridae,Osmerus,Rainbow smelt,pelagic-oceanic,anadromous,commercial,,
536,ASV1034,species,Fundulus heteroclitus,Eukaryota,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,Fundulus,Fundulus heteroclitus,lca,Fundulidae,Fundulus,Mummichog,benthopelagic,non-migratory,commercial,,
537,ASV1035,species,Clupea harengus,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,best hit,Clupeidae,Clupea,Atlantic herring,benthopelagic,oceanodromous,highly commercial,,
538,ASV1040,species,Gadus morhua,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus morhua,best hit,Gadidae,Gadus,Atlantic cod,benthopelagic,oceanodromous,highly commercial,,
539,ASV1046,species,Liparis miostomus,Eukaryota,Chordata,Actinopteri,Perciformes,Liparidae,Liparis,Liparis miostomus,best hit,NA,NA,NA,NA,NA,NA,,Slender sculpin Seen before in DFO eDNA (GBIF)
540,ASV1052,species,Scomberesox saurus,Eukaryota,Chordata,Actinopteri,Beloniformes,Belonidae,Scomberesox,Scomberesox saurus,best hit,Scomberesocidae,Scomberesox,Atlantic saury,pelagic-oceanic,oceanodromous,minor commercial,,
541,ASV1055,species,Liparis miostomus,Eukaryota,Chordata,Actinopteri,Perciformes,Liparidae,Liparis,Liparis miostomus,best hit,NA,NA,NA,NA,NA,NA,,Slender sculpin Seen before in DFO eDNA (GBIF)
542,ASV1059,species,Morone americana,Eukaryota,Chordata,Actinopteri,unknown order,Moronidae,Morone,Morone americana,best hit,Moronidae,Morone,White perch,benthopelagic,anadromous,minor commercial,,
543,ASV1066,species,Osmerus mordax,Eukaryota,Chordata,Actinopteri,Osmeriformes,Osmeridae,Osmerus,Osmerus mordax,best hit,Osmeridae,Osmerus,Rainbow smelt,pelagic-oceanic,anadromous,commercial,,
544,ASV1072,species,Salvelinus fontinalis x Salvelinus malma,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,Salvelinus fontinalis x Salvelinus malma,best hit,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,"malma is Pacific, Brook trout more plausible"
545,ASV1076,species,Scomber scombrus,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,Scomber scombrus,lca,Scombridae,Scomber,Atlantic mackerel,pelagic-neritic,oceanodromous,highly commercial,,
546,ASV1078,species,Fundulus heteroclitus,Eukaryota,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,Fundulus,Fundulus heteroclitus,lca,Fundulidae,Fundulus,Mummichog,benthopelagic,non-migratory,commercial,,
547,ASV1079,species,Liparis miostomus,Eukaryota,Chordata,Actinopteri,Perciformes,Liparidae,Liparis,Liparis miostomus,lca,NA,NA,NA,NA,NA,NA,,
548,ASV1084,species,Scomberesox saurus,Eukaryota,Chordata,Actinopteri,Beloniformes,Belonidae,Scomberesox,Scomberesox saurus,best hit,Scomberesocidae,Scomberesox,Atlantic saury,pelagic-oceanic,oceanodromous,minor commercial,,
549,ASV1086,species,Clupea harengus,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,best hit,Clupeidae,Clupea,Atlantic herring,benthopelagic,oceanodromous,highly commercial,,
550,ASV1090,genus,Liparis,Eukaryota,Chordata,Actinopteri,Perciformes,Liparidae,Liparis,no identification,lca,NA,NA,NA,NA,NA,NA,,
551,ASV1112,species,Scomber scombrus,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,Scomber scombrus,lca,Scombridae,Scomber,Atlantic mackerel,pelagic-neritic,oceanodromous,highly commercial,,
552,ASV1122,species,Scomberesox saurus,Eukaryota,Chordata,Actinopteri,Beloniformes,Belonidae,Scomberesox,Scomberesox saurus,lca,Scomberesocidae,Scomberesox,Atlantic saury,pelagic-oceanic,oceanodromous,minor commercial,,
553,ASV1147,species,Osmerus mordax,Eukaryota,Chordata,Actinopteri,Osmeriformes,Osmeridae,Osmerus,Osmerus mordax,best hit,Osmeridae,Osmerus,Rainbow smelt,pelagic-oceanic,anadromous,commercial,,
554,ASV1148,species,Merluccius bilinearis,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius bilinearis,best hit,Merlucciidae,Merluccius,Silver hake,demersal,oceanodromous,highly commercial,,
555,ASV1150,species,Apeltes quadracus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Apeltes,Apeltes quadracus,best hit,Gasterosteidae,Apeltes,Fourspine stickleback,benthopelagic,NA,commercial,,
556,ASV1164,species,Bos taurus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,lca,NA,NA,NA,NA,NA,NA,,
557,ASV1200,species,Homo sapiens,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,best hit,NA,NA,NA,NA,NA,NA,,
558,ASV1278,species,Homo sapiens,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,best hit,NA,NA,NA,NA,NA,NA,,
